wikigene_name,ELT2_cluster_name,rna_cluster_name
Y69A2AL.2,Larval,Larval
smf-3,Increasing,Larval
smf-3,Larval,Larval
epg-9,Increasing,Embryonic
epg-9,Increasing,Embryonic
epg-9,Increasing,Embryonic
alh-12,Not_Bound,Larval
Y69H2.7,Not_Bound,Adult
Y69H2.9,Increasing,Embryonic
Y6G8.5,Increasing,Larval
Y6G8.5,Larval,Larval
Y70C5A.3,Larval,Larval
Y70C5A.3,Increasing,Larval
hex-5,Not_Changing,Embryonic
Y71F9B.1,Not_Bound,Adult
Y71F9B.9,L3_High,Embryonic
Y71G12A.4,Not_Bound,Adult
Y71G12B.18,Not_Bound,Larval
Y71G12B.2,Not_Bound,Larval
pbo-1,Increasing,Embryonic
Y71H2AM.12,Increasing,Larval
cest-25,Increasing,Larval
cest-25,Increasing,Larval
Y71H2AM.14,Not_Bound,Embryonic
Y71H2AR.1,Not_Bound,Embryonic
gpa-17,L3_High,Embryonic
Y73B3A.4,Not_Bound,Adult
sfrp-1,Not_Bound,Embryonic
acp-6,Not_Bound,Larval
Y73B6BL.27,Not_Bound,Embryonic
Y73B6BL.31,Increasing,Larval
Y73B6BL.31,Increasing,Larval
pqn-89,Larval,Embryonic
pqn-89,Increasing,Embryonic
clec-210,Increasing,Adult
clec-210,Increasing,Adult
Y73F4A.1,Not_Bound,Embryonic
Y73F4A.2,Not_Bound,Embryonic
Y74C10AR.2,Not_Bound,Embryonic
nlp-40,Increasing,Larval
nlp-40,Increasing,Larval
nlp-40,Increasing,Larval
cyn-7,Increasing,Larval
cyn-3,Increasing,Embryonic
plc-2,Increasing,Embryonic
php-3,Increasing,Embryonic
Y75B8A.14,Not_Changing,Larval
Y75B8A.28,Increasing,Larval
Y75B8A.28,L3_High,Larval
Y75B8A.28,Increasing,Larval
Y75B8A.28,L3_High,Larval
Y75B8A.39,Not_Bound,Embryonic
lonp-2,Not_Bound,Embryonic
Y76A2B.4,Not_Bound,Adult
Y76A2B.5,Increasing,Larval
rpc-11,Not_Bound,Larval
Y79H2A.3,Not_Bound,Adult
Y7A5A.1,Increasing,Larval
Y7A5A.1,Larval,Larval
Y7A5A.1,Increasing,Larval
Y7A5A.2,Not_Bound,Embryonic
fbxa-14,L3_High,Larval
fbxa-79,Not_Bound,Embryonic
fbxa-19,Increasing,Embryonic
pals-18,Increasing,Embryonic
pals-19,Increasing,Embryonic
pals-16,Increasing,Larval
pals-16,Increasing,Larval
pals-16,Increasing,Larval
Y82E9BR.5,Not_Bound,Embryonic
Y87G2A.13,Not_Bound,Embryonic
Y87G2A.2,Increasing,Embryonic
Y94H6A.10,Increasing,Larval
Y94H6A.10,L3_High,Larval
Y94H6A.5,L3_High,Adult
Y94H6A.5,L3_High,Adult
Y9C9A.8,Not_Changing,Embryonic
ZC13.1,L3_High,Embryonic
orc-5,L3_High,Adult
cln-3.3,Larval,Embryonic
cln-3.3,L3_High,Embryonic
ZC196.2,Increasing,Embryonic
ZC196.2,Increasing,Embryonic
ZC196.5,Increasing,Larval
ZC204.12,Larval,Larval
ZC204.12,Larval,Larval
duxl-1,Increasing,Embryonic
ZC21.8,Not_Bound,Embryonic
ZC239.13,Increasing,Larval
ZC239.15,Not_Bound,Larval
ZC239.16,Increasing,Larval
ZC239.17,Not_Bound,Larval
ZC250.4,Increasing,Adult
ZC250.4,Increasing,Adult
ZC250.4,Larval,Adult
ZC262.2,Not_Bound,Adult
ZC262.5,Not_Bound,Larval
ZC302.3,Not_Bound,Adult
cbs-1,Increasing,Embryonic
mlck-1,Not_Bound,Embryonic
ZC373.5,L3_High,Embryonic
cest-2.1,Increasing,Adult
cest-2.1,Increasing,Adult
atfs-1,Increasing,Embryonic
atfs-1,L3_High,Embryonic
atfs-1,Increasing,Embryonic
atfs-1,Increasing,Embryonic
daf-41,Not_Bound,Larval
clk-1,Increasing,Larval
ZC395.5,Larval,Larval
hap-1,Not_Bound,Adult
mppb-1,Not_Bound,Larval
msa-1,Not_Bound,Embryonic
ZC412.3,Not_Bound,Embryonic
ZC412.5,Not_Bound,Adult
kgb-2,Larval,Larval
ltah-1.2,Larval,Adult
ltah-1.2,Increasing,Adult
ltah-1.2,Larval,Adult
ltah-1.2,Larval,Adult
ears-1,Not_Bound,Larval
coa-6,Not_Bound,Adult
ugt-18,Increasing,Embryonic
ugt-18,Increasing,Embryonic
ugt-16,Larval,Larval
ZC449.7,Increasing,Adult
ugt-4,Larval,Adult
ugt-5,Increasing,Embryonic
fbxa-30,Increasing,Larval
fbxa-30,L3_High,Larval
fbxa-30,Increasing,Larval
fbxa-31,Not_Bound,Embryonic
fbxa-32,Not_Bound,Embryonic
ssq-3,Not_Bound,Adult
grl-9,Not_Bound,Embryonic
gur-3,Not_Bound,Embryonic
pssy-1,Not_Bound,Larval
ttr-48,Increasing,Embryonic
ttr-48,Increasing,Embryonic
ttr-48,Increasing,Embryonic
frg-1,Increasing,Adult
ZK1053.3,Not_Bound,Embryonic
ZK1055.6,Not_Changing,Larval
ZK1055.7,Increasing,Larval
nit-1,Increasing,Embryonic
ZK1058.9,Embryo_Specific,Larval
znfx-1,L3_High,Adult
sym-2,Increasing,Embryonic
sym-2,Increasing,Embryonic
unc-16,Increasing,Embryonic
ZK1098.11,Not_Bound,Adult
pcp-1,Increasing,Embryonic
pcp-1,Increasing,Embryonic
ZK1127.3,Not_Bound,Adult
dve-1,Larval,Embryonic
dve-1,Increasing,Embryonic
dve-1,Larval,Embryonic
dve-1,Larval,Embryonic
dve-1,Larval,Embryonic
dve-1,Increasing,Embryonic
dve-1,Increasing,Embryonic
dve-1,Larval,Embryonic
ZK1240.2,Not_Bound,Larval
ZK1240.3,Larval,Embryonic
ZK1240.3,Increasing,Embryonic
ins-7,Increasing,Adult
ZK1290.10,Larval,Embryonic
ZK1290.10,Larval,Embryonic
ZK1290.13,Increasing,Embryonic
ZK1290.13,Increasing,Embryonic
ZK1290.14,Increasing,Larval
ZK1290.5,Increasing,Larval
rnh-1.1,Larval,Adult
wrt-10,Not_Bound,Embryonic
ZK1307.8,Not_Bound,Larval
ZK131.11,Increasing,Embryonic
ZK131.11,Increasing,Embryonic
gstk-1,Increasing,Larval
ZK1320.2,Larval,Larval
ZK1320.3,Increasing,Adult
aqp-10,L3_High,Adult
ZK1321.4,Not_Bound,Larval
ZK154.1,Not_Bound,Embryonic
sar-1,Increasing,Embryonic
ZK180.8,Not_Bound,Embryonic
ZK185.2,Increasing,Embryonic
ZK185.5,Increasing,Adult
ZK185.5,Larval,Adult
rpn-12,L3_High,Adult
sre-23,Embryo_Specific,Embryonic
sulp-8,Increasing,Embryonic
sulp-8,L3_High,Embryonic
rbx-1,L3_High,Adult
ZK287.9,Increasing,Larval
ZK418.5,Not_Bound,Larval
ZK418.7,Increasing,Embryonic
aco-1,L3_High,Larval
aco-1,Increasing,Larval
aco-1,Increasing,Larval
asm-2,Larval,Larval
asm-2,Increasing,Larval
hizr-1,L3_High,Larval
ZK470.2,Increasing,Embryonic
ZK470.2,Increasing,Embryonic
ZK470.2,Larval,Embryonic
ZK470.2,Increasing,Embryonic
nck-1,Increasing,Embryonic
nck-1,Increasing,Embryonic
haf-9,Increasing,Larval
haf-9,L3_High,Larval
ZK512.2,Not_Bound,Larval
mdt-4,Larval,Larval
mdt-4,Increasing,Larval
mdt-4,L3_High,Larval
mdt-4,L3_High,Larval
mdt-4,Increasing,Larval
mdt-4,Larval,Larval
mdt-4,L3_High,Larval
mdt-4,Larval,Larval
mdt-4,Increasing,Larval
mdt-4,Increasing,Larval
ZK546.14,Increasing,Larval
ZK546.2,Increasing,Adult
ZK550.3,L3_High,Larval
ZK550.6,L3_High,Embryonic
ZK550.6,Larval,Embryonic
sorf-1,Not_Bound,Embryonic
pyk-2,Increasing,Larval
pyk-2,Larval,Larval
lgg-2,Increasing,Embryonic
lgg-2,Increasing,Embryonic
dod-19,Increasing,Larval
ZK6.11,Not_Bound,Adult
lipl-5,Increasing,Larval
lipl-5,Increasing,Larval
ZK632.10,Not_Bound,Embryonic
ZK632.5,Not_Bound,Adult
arl-5,Not_Bound,Embryonic
ZK632.9,Not_Bound,Embryonic
glb-1,Not_Bound,Embryonic
ZK637.2,L3_High,Larval
lin-9,Not_Changing,Adult
lin-9,L3_High,Adult
snr-5,Not_Bound,Adult
cuc-1,L3_High,Embryonic
tomm-7,Not_Bound,Embryonic
rpl-35,L3_High,Larval
ZK673.1,Increasing,Larval
ZK673.1,Increasing,Larval
ZK673.1,Increasing,Larval
ZK673.2,Increasing,Embryonic
lin-56,Larval,Adult
ZK686.1,Not_Bound,Embryonic
ZK686.3,Increasing,Larval
snu-23,L3_High,Adult
fahd-1,Not_Bound,Larval
ZK742.3,L3_High,Embryonic
ZK742.7,Not_Bound,Embryonic
acl-3,Not_Bound,Larval
prx-2,L3_High,Larval
prx-2,L3_High,Larval
ZK809.8,L3_High,Larval
ZK822.1,Increasing,Embryonic
ZK822.1,Increasing,Embryonic
ZK822.1,Increasing,Embryonic
rpc-25,Not_Bound,Adult
ZK856.5,Larval,Larval
ZK856.5,Increasing,Larval
ZK856.5,Increasing,Larval
ZK856.7,Not_Bound,Larval
nlt-1,Increasing,Embryonic
ZK896.5,Increasing,Larval
ZK896.5,Increasing,Larval
clec-187,Increasing,Larval
clec-187,Increasing,Larval
clec-187,Larval,Larval
ZK899.1,L3_High,Embryonic
ZK899.1,Larval,Embryonic
ZK899.2,Larval,Embryonic
ZK909.3,Not_Bound,Embryonic
ZK938.1,Not_Bound,Adult
lact-2,L3_High,Embryonic
lact-2,Larval,Embryonic
puf-12,Not_Bound,Larval
clpp-1,Increasing,Larval
mdt-22,L3_High,Adult
vha-9,L3_High,Embryonic
fbxa-6,Increasing,Embryonic
fbxa-6,L3_High,Embryonic
cTel55X.1,Not_Changing,Larval
cTel55X.1,L3_High,Larval
